车型ID,车辆型号,图片,车系ID,车系名称,车系名称,车系别称,年份,生产状态,销售状态,,论坛,车辆级别,外观颜色,厂商指导价,参考价,优惠幅度,保修政策,排量,发动机,,档位,变速箱类型,最高车速km/h,,,年份,车身型式,动力类型,车长/mm,车宽/mm,车高/mm,轴距/mm,整车质量/kg,座位数,行李箱容积/L,邮箱容积/L,前轮胎规格,后轮胎规格,备胎,保修政策,,,,,,,,行李箱容积/L,,,,,排量/ml,排量/L,最大功率/kW,最大马力/Ps,最大功率转速,最大扭矩,最大扭矩转速,发送机型式,发动机缸数,发动机方式,供油方式,,燃油标号,发动机启停,变速箱类型,档位个数,最高车速,0-100km/h加速时间[s],混合工况油耗[L/100km],环保标准,,,,,,,,,,,,,,,,,,,,驱动方式,前悬挂类型,后悬挂类型,可调悬挂,前轮制动类型,后轮制动类型,驻车制动类型,车体结构,限滑差速器/差速锁,,,,,,,,,,,,防抱死ABS,制动力分配(EBD/CBC等),制动辅助(BA/EBA等),牵引力控制(ASR/TCS等),车身稳定控制(ESP/DSC等),主驾驶安全气囊,副驾驶安全气囊,前侧气囊,后侧气囊,侧安全气帘,膝部气囊,安全带气囊,后排中央气囊,胎压监测,零胎压续行轮胎,后排儿童座椅接口,定速巡航,车道保持,碰撞报警/主动刹车,疲劳提醒,自动泊车,遥控泊车,自动驾驶辅助,自动驻车,上坡辅助,陡坡缓降,夜视系统,可变齿比转向,前倒车雷达,后倒车雷达,倒车影像,驾驶模式选择,,前大灯,LED日间行车灯,自动大灯,前雾灯,大灯功能,天窗类型,前电动车窗,后电动车窗,外后视镜电动调节,,内后视镜自动防眩目,流媒体内后视镜,流媒体外后视镜,外后视镜自动防眩目,隐私玻璃,前雨刷器,后雨刷器,电吸门,电动侧滑门,电动行李厢,车顶行李架,中控锁,智能钥匙,远程遥控功能,,,,,内饰材质,车内氛围灯,遮阳板化妆镜,方向盘材质,多功能方向盘,方向盘调节,方向盘加热,方向盘换挡,前排空调,后排空调,,,,,座椅材质,运动风格座椅,主座椅电动调节,副座椅电动调节,主座椅调节方式,副座椅调节方式,第二排座椅电动调节,第二排座椅调节方式,前排座椅功能,后排座椅功能,前排中央扶手,后排中央扶手,第三排座椅,座椅放倒方式,后排杯架,后排折叠桌板,中控彩色液晶屏,全液晶仪表盘,行车电脑显示屏,HUD平视显示,GPS导航,,车载APP应用,手机互联(Carplay&Android),手机无线充电,手势控制系统,CD/DVD,蓝牙/WIFI连接,外接接口,,音响品牌,"扬声器数量[个] 
",,车载220V电源,液晶屏尺寸 ,,,
141242,3.0TSI 锐尊版,https://img2.bitautoimg.com/autoalbum/files/20200620/632/2020062018321032106356_2.jpg,2064,途锐,途锐,dazhongturui,2020,在产,在销,,http://baa.bitauto.com/dazhongturui/,中大型SUV,"粼光蓝,#05628D|皓夜蓝,#14426c|水墨黑,#292929|钢琴黑,#323235|参天绿,#4A473F|深邃棕,#5F4943|古典灰,#686059|沙漠红,#AD4B45|薄雾白,#e9ebe8|鹅卵白,#F1F1F1",82.18万,74.28-82.18万,,3年或10万公里,3,涡轮增压,,8,手自一体,250,20,6,2020,SUV,汽油,4878,1984,1686,2899,2170,5,810,90,285/40 R21,285/40 R21,非全尺寸,3年或10万公里,,,,,,,,1800,,,,,2995,3,250,340,5300-6400,450,1340-5300,V型,6,涡轮增压,直喷,,95号,有,手自一体,8,250,,9.5,国六,,,,,,,,,,,,,,,,,,,,全时四驱,多连杆式独立悬架,多连杆式独立悬架,有,通风盘,通风盘,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,有,有,有,有,无,无,有,无,有,ACC自适应巡航,有,有,有,有,无,无,有,有,有,有,无,有,有,360度全景摄像,有,有,LED,有,自动开闭,无,高度调节,全景天窗,有,有,"电动调节,电动折叠,后视镜记忆,后视镜加热",,有,有,无,有,有,感应雨刷,后雨刷,无,无,"电动开合,自动感应",有,遥控中控,"智能进入,无钥匙启动",无,无,有,无,无,"塑料,皮质,木制,金属",有,有,皮质,有,"电动上下前后调节,记忆",有,有,双温区自动空调,双温区自动空调,无,有,无,无,皮质,无,带记忆电动调节,带记忆电动调节,"靠背调节,高低调节,腰部调节,腿托调节,前后调节","靠背调节,高低调节,腰部调节,腿托调节,前后调节",无,"靠背调节,前后调节","加热,通风,按摩",加热,有,有,无,按比例放倒,有,无,触控式液晶屏,有,有,有,"GPS导航,实时路况",有,语音控制,"CarPlay,CarLife,手机互联",有,有,无,"蓝牙,wifi",USB,无,Dynaudio,12个以上,无,220V,15,无,有,无
132881,2.0TSI 领航版 国VI,https://img2.bitautoimg.com/autoalbum/files/20190319/387/201903191725402540158615_2.jpg,2064,途锐,途锐,dazhongturui,2019,在产,在销,,http://baa.bitauto.com/dazhongturui/,中大型SUV,"粼光蓝,#05628D|皓夜蓝,#14426c|海礁蓝,#144d84|水墨黑,#292929|钢琴黑,#323235|参天绿,#4A473F|深邃棕,#5F4943|古典灰,#686059|沙漠红,#AD4B45|沙滩金,#af9f85|霜幕银,#C4C9CE|薄雾白,#e9ebe8|鹅卵白,#F1F1F1",56.98万,45.00-58.68万,11.98万,3年或10万公里,2,涡轮增压,,8,手自一体,229,4,3,2019,SUV,汽油,4878,1984,1717,2904,2053,5,810,90,235/65 R18,235/65 R18,非全尺寸,3年或10万公里,,,,,,,,1800,,,,,1984,2,180,245,5000-6500,370,1600-4300,直列,4,涡轮增压,混合喷射,,95号,有,手自一体,8,229,6.8,8.9,国六,,,,,,,,,,,,,,,,,,,,全时四驱,多连杆式独立悬架,多连杆式独立悬架,无,通风盘,通风盘,电子驻车,承载式,中央,,,,,,,,,,,,有,有,有,有,有,有,有,有,有,有,有,无,无,有,无,有,定速巡航,无,无,有,有,无,无,有,有,有,无,无,有,有,后方影像,有,无,LED,有,"自动开闭,转向辅助灯",无,高度调节,全景天窗,有,有,"电动调节,电动折叠,后视镜加热",,有,有,无,无,无,有,后雨刷,无,无,"电动开合,自动感应",有,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,"塑料,皮质,木制",无,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,手动空调,无,有,无,无,皮质,无,电动调节,电动调节,"靠背调节,高低调节,腰部调节,腿托调节,前后调节","靠背调节,高低调节,腰部调节,腿托调节,前后调节",无,"靠背调节,前后调节",加热,无,有,有,无,按比例放倒,有,无,触控式液晶屏,无,有,无,"GPS导航,实时路况",有,语音控制,"CarPlay,CarLife",有,无,无,"蓝牙,wifi",USB,无,无,7月8日,无,220V,9.2,无,有,无
138569,2.0TSI 锐翼版 国VI,https://img3.bitautoimg.com/autoalbum/files/20191204/997/201912043007_2.jpg,2064,途锐,途锐,dazhongturui,2019,在产,在销,,http://baa.bitauto.com/dazhongturui/,中大型SUV,"粼光蓝,#05628D|皓夜蓝,#14426c|海礁蓝,#144d84|水墨黑,#292929|钢琴黑,#323235|参天绿,#4A473F|深邃棕,#5F4943|古典灰,#686059|沙漠红,#AD4B45|沙滩金,#af9f85|霜幕银,#C4C9CE|薄雾白,#e9ebe8|鹅卵白,#F1F1F1",61.98万,51.88-61.98万,9.10万,3年或10万公里,2,涡轮增压,,8,手自一体,229,22,11,2019,SUV,汽油,4878,1984,1686,2899,2053,5,810,90,255/55 R19,255/55 R19,非全尺寸,3年或10万公里,,,,,,,,1800,,,,,1984,2,180,245,5000-6500,370,1600-4300,直列,4,涡轮增压,混合喷射,,95号,有,手自一体,8,229,,8.9,国六,,,,,,,,,,,,,,,,,,,,全时四驱,多连杆式独立悬架,多连杆式独立悬架,有,通风盘,通风盘,电子驻车,承载式,中央,,,,,,,,,,,,有,有,有,有,有,有,有,有,有,有,有,无,无,有,无,有,定速巡航,无,无,有,有,无,无,有,有,有,无,无,有,有,后方影像,有,无,LED,有,"自动开闭,转向辅助灯",无,高度调节,全景天窗,有,有,"电动调节,电动折叠,后视镜加热",,有,有,无,无,无,感应雨刷,后雨刷,无,无,"电动开合,自动感应",有,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,"塑料,皮质,木制",有,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,手动空调,无,有,无,无,皮质,无,电动调节,电动调节,"靠背调节,高低调节,腰部调节,腿托调节,前后调节","靠背调节,高低调节,腰部调节,腿托调节,前后调节",无,"靠背调节,前后调节","加热,通风",无,有,有,无,按比例放倒,有,无,触控式液晶屏,有,有,有,"GPS导航,实时路况",有,语音控制,"CarPlay,CarLife",有,无,无,"蓝牙,wifi",USB,无,无,7月8日,无,220V,15.3,无,有,无
138571,3.0TSI 锐锋版 国VI,https://img1.bitautoimg.com/autoalbum/files/20191205/665/201912051736_2.jpg,2064,途锐,途锐,dazhongturui,2019,在产,在销,,http://baa.bitauto.com/dazhongturui/,中大型SUV,"粼光蓝,#05628D|皓夜蓝,#14426c|海礁蓝,#144d84|水墨黑,#292929|钢琴黑,#323235|参天绿,#4A473F|深邃棕,#5F4943|古典灰,#686059|沙漠红,#AD4B45|沙滩金,#af9f85|霜幕银,#C4C9CE|薄雾白,#e9ebe8|鹅卵白,#F1F1F1",70.98万,59.58-70.98万,8.10万,3年或10万公里,3,涡轮增压,,8,手自一体,250,22,11,2019,SUV,汽油,4878,1984,1686,2899,2170,5,810,90,285/45 R20,285/45 R20,非全尺寸,3年或10万公里,,,,,,,,1800,,,,,2995,3,250,340,5300-6400,450,1340-5300,V型,6,涡轮增压,直喷,,95号,有,手自一体,8,250,5.9,9.7,国六,,,,,,,,,,,,,,,,,,,,全时四驱,多连杆式独立悬架,多连杆式独立悬架,有,通风盘,通风盘,电子驻车,承载式,中央,,,,,,,,,,,,有,有,有,有,有,有,有,有,有,有,有,无,无,有,无,有,ACC自适应巡航,有,有,有,有,无,无,有,有,有,无,无,有,有,后方影像,有,有,LED,有,"自动开闭,转向辅助灯",无,高度调节,全景天窗,有,有,"电动调节,电动折叠,后视镜记忆,后视镜加热",,有,有,无,无,无,感应雨刷,后雨刷,无,无,"电动开合,自动感应",有,遥控中控,"智能进入,无钥匙启动",无,无,有,无,无,"塑料,皮质,木制",有,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,手动空调,无,有,无,无,皮质,无,带记忆电动调节,电动调节,"靠背调节,高低调节,腰部调节,腿托调节,前后调节","靠背调节,高低调节,腰部调节,腿托调节,前后调节",无,"靠背调节,前后调节","加热,通风",无,有,有,无,按比例放倒,有,无,触控式液晶屏,有,有,有,"GPS导航,实时路况",有,语音控制,"CarPlay,CarLife",有,无,无,"蓝牙,wifi",USB,无,无,7月8日,无,220V,15.3,无,有,无
138572,3.0TSI 锐智版 国VI,https://img2.bitautoimg.com/autoalbum/files/20200506/80/20200506903_2.jpg,2064,途锐,途锐,dazhongturui,2019,在产,在销,,http://baa.bitauto.com/dazhongturui/,中大型SUV,"粼光蓝,#05628D|皓夜蓝,#14426c|海礁蓝,#144d84|水墨黑,#292929|钢琴黑,#323235|参天绿,#4A473F|深邃棕,#5F4943|古典灰,#686059|沙漠红,#AD4B45|沙滩金,#af9f85|霜幕银,#C4C9CE|薄雾白,#e9ebe8|鹅卵白,#F1F1F1",81.98万,70.00-81.98万,7.10万,3年或10万公里,3,涡轮增压,,8,手自一体,250,22,11,2019,SUV,汽油,4878,1984,1686,2899,2170,5,810,90,285/40 R21,285/40 R21,非全尺寸,3年或10万公里,,,,,,,,1800,,,,,2995,3,250,340,5300-6400,450,1340-5300,V型,6,涡轮增压,直喷,,95号,有,手自一体,8,250,5.9,9.7,国六,,,,,,,,,,,,,,,,,,,,全时四驱,多连杆式独立悬架,多连杆式独立悬架,有,通风盘,通风盘,电子驻车,承载式,中央,,,,,,,,,,,,有,有,有,有,有,有,有,有,有,有,有,无,无,有,无,有,ACC自适应巡航,有,有,有,有,无,无,有,有,有,有,无,有,有,后方影像,有,有,LED,有,"自动开闭,自动远近光,自动转向,转向辅助灯",无,"高度调节,大灯清洗",全景天窗,有,有,"电动调节,电动折叠,后视镜记忆,后视镜加热",,有,有,无,无,无,感应雨刷,后雨刷,无,无,"电动开合,自动感应",有,遥控中控,"智能进入,无钥匙启动",无,无,有,无,无,"塑料,皮质,木制",有,有,皮质,有,"电动上下前后调节,记忆",有,有,双温区自动空调,双温区自动空调,无,有,无,无,皮质,无,带记忆电动调节,带记忆电动调节,"靠背调节,高低调节,腰部调节,腿托调节,前后调节","靠背调节,高低调节,腰部调节,腿托调节,前后调节",无,"靠背调节,前后调节","加热,通风,按摩",加热,有,有,无,按比例放倒,有,无,触控式液晶屏,有,有,有,"GPS导航,实时路况",有,语音控制,"CarPlay,CarLife",有,无,无,"蓝牙,wifi",USB,无,Dynaudio,9月12日,无,220V,15.3,无,有,无
138747,顶配版,https://img3.bitautoimg.com/autoalbum/files/20191201/443/20191201163939393994150_2.jpg,5563,途锐 插电混动,途锐 插电混动,turuichadianhundong,2020,待产,待销,,http://baa.bitauto.com/,中大型SUV,,无,无,,,,,,,,,,,,SUV,插电混合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130412,3.5L 两驱 XLE 美版,https://img1.bitautoimg.com/autoalbum/files/20180829/116/201808290551175117188_2.jpg,2494,Sienna,Sienna,fengtiansaina,2018,待产,待销,,http://baa.bitauto.com/sienna/,大型MPV,"深蓝,#3a4359",无,无,,,,,,,,,,,,MPV,汽油,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135265,1.0T 双离合 顶配版,https://img3.bitautoimg.com/autoalbum/files/20180713/803/201807131737573757238313_2.jpg,5905,Polo(海外),Polo(海外),polohaiwai,2019,待产,待销,,http://baa.bitauto.com/,小型车,"罗曼红,#CB1929",无,无,,,,,,,,,,,,两厢,汽油,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137164,顶配版,https://img2.bitautoimg.com/autoalbum/files/20150708/944/14082494422640_2.JPG,4600,Tacoma,Tacoma,takematacoma,2020,待产,待销,,http://baa.bitauto.com/,皮卡,,无,无,,,,,,,,,,,,皮卡,汽油,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141053,领先版,https://img4.bitautoimg.com/autoalbum/files/20200529/413/202005292123_2.JPG,5739,丰田C-HR EV,丰田C-HR EV,fengtianchrev,2020,在产,在销,,http://baa.bitauto.com/,小型SUV,"炫晶黑,#000000|碧玉蓝,#00afce|萤石蓝,#2d7ad0|珊瑚红,#820305|珊瑚红黑双色,#820305|欧泊银,#d0d0d0|珍珠白,#ffffff|珍珠白黑双色,#ffffff",22.58万,19.58-22.58万,,3年或10万公里,,,,1,单速变速箱,160,22,4,2020,SUV,纯电,4405,1795,1575,2640,1780,5,,,215/60 R17,215/60 R17,非全尺寸,3年或10万公里,,,,,,,,,,,10.4,,,,,,,,,,,,,,,,单速变速箱,1,160,,,,150,300,150,300,,,54.3,6.5-24.0,0.8,13.1,400,,,,,,,,,,麦弗逊式独立悬架,双叉臂式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,有,无,无,有,无,有,无,无,无,无,无,无,无,无,有,无,无,无,无,无,无,有,无,卤素,有,自动开闭,无,高度调节,无,有,有,电动调节,,无,无,无,无,无,有,后雨刷,无,无,无,无,遥控中控,"智能进入,无钥匙启动",远程通风,有,无,无,无,塑料,无,有,塑料,有,"上下调节,前后调节",无,无,双温区自动空调,无,无,,无,无,织物,无,无,无,"靠背调节,高低调节,前后调节","靠背调节,前后调节",无,无,无,无,有,无,无,按比例放倒,无,无,触控式液晶屏,无,有,无,"GPS导航,实时路况",有,智能语音控制,无,无,无,无,蓝牙,"AUX,USB",无,无,2月4日,无,无,9,无,有,无
141054,豪华版,https://img4.bitautoimg.com/autoalbum/files/20200529/413/202005292123_2.JPG,5739,丰田C-HR EV,丰田C-HR EV,fengtianchrev,2020,在产,在销,,http://baa.bitauto.com/,小型SUV,"炫晶黑,#000000|碧玉蓝,#00afce|萤石蓝,#2d7ad0|珊瑚红,#820305|珊瑚红黑双色,#820305|欧泊银,#d0d0d0|珍珠白,#ffffff|珍珠白黑双色,#ffffff",22.88万,19.88-22.88万,,3年或10万公里,,,,1,单速变速箱,160,22,4,2020,SUV,纯电,4405,1795,1575,2640,1780,5,,,215/60 R17,215/60 R17,非全尺寸,3年或10万公里,,,,,,,,,,,10.4,,,,,,,,,,,,,,,,单速变速箱,1,160,,,,150,300,150,300,,,54.3,6.5-24.0,0.8,13.1,400,,,,,,,,,,麦弗逊式独立悬架,双叉臂式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,有,无,无,有,无,有,ACC自适应巡航,有,有,无,无,无,无,无,有,无,无,无,无,无,后方影像,有,无,卤素,有,"自动开闭,自动远近光",有,高度调节,无,有,有,电动调节,,无,无,无,无,无,有,后雨刷,无,无,无,无,遥控中控,"智能进入,无钥匙启动",远程通风,有,无,无,无,塑料,无,有,塑料,有,"上下调节,前后调节",无,无,双温区自动空调,无,无,,无,无,织物,无,无,无,"靠背调节,高低调节,前后调节","靠背调节,前后调节",无,无,无,无,有,无,无,按比例放倒,无,无,触控式液晶屏,无,有,无,"GPS导航,实时路况",有,智能语音控制,无,无,无,无,蓝牙,"AUX,USB",无,无,5月6日,无,无,9,无,有,无
141055,豪华天窗版,https://img1.bitautoimg.com/autoalbum/files/20200514/327/202005141511_2.jpg,5739,丰田C-HR EV,丰田C-HR EV,fengtianchrev,2020,在产,在销,,http://baa.bitauto.com/,小型SUV,"炫晶黑,#000000|碧玉蓝,#00afce|萤石蓝,#2d7ad0|珊瑚红,#820305|珊瑚红黑双色,#820305|欧泊银,#d0d0d0|珍珠白,#ffffff|珍珠白黑双色,#ffffff",23.28万,20.28-23.28万,,3年或10万公里,,,,1,单速变速箱,160,22,4,2020,SUV,纯电,4405,1795,1575,2640,1780,5,,,215/60 R17,215/60 R17,无备胎,3年或10万公里,,,,,,,,,,,10.4,,,,,,,,,,,,,,,,单速变速箱,1,160,,,,150,300,150,300,,,54.3,6.5-24.0,0.8,13.1,400,,,,,,,,,,麦弗逊式独立悬架,双叉臂式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,有,无,无,有,无,有,ACC自适应巡航,有,有,无,无,无,无,无,有,无,无,无,无,无,后方影像,有,无,卤素,有,"自动开闭,自动远近光",有,高度调节,单天窗,有,有,电动调节,,无,无,无,无,无,有,后雨刷,无,无,无,无,遥控中控,"智能进入,无钥匙启动",远程通风,有,无,无,无,塑料,无,有,塑料,有,"上下调节,前后调节",无,无,双温区自动空调,无,无,,无,无,织物,无,无,无,"靠背调节,高低调节,前后调节","靠背调节,前后调节",无,无,无,无,有,无,无,按比例放倒,无,无,触控式液晶屏,无,有,无,"GPS导航,实时路况",有,智能语音控制,无,无,无,无,蓝牙,"AUX,USB",无,无,5月6日,无,无,9,无,有,无
141056,尊贵版,https://img2.bitautoimg.com/autoalbum/files/20200515/893/20200515524_2.jpg,5739,丰田C-HR EV,丰田C-HR EV,fengtianchrev,2020,在产,在销,,http://baa.bitauto.com/,小型SUV,"炫晶黑,#000000|碧玉蓝,#00afce|萤石蓝,#2d7ad0|珊瑚红,#820305|珊瑚红黑双色,#820305|欧泊银,#d0d0d0|珍珠白,#ffffff|珍珠白黑双色,#ffffff",24.58万,21.58-24.58万,,3年或10万公里,,,,1,单速变速箱,160,22,4,2020,SUV,纯电,4405,1795,1575,2640,1780,5,,,215/60 R17,215/60 R17,非全尺寸,3年或10万公里,,,,,,,,,,,10.4,,,,,,,,,,,,,,,,单速变速箱,1,160,,,,150,300,150,300,,,54.3,6.5-24.0,0.8,13.1,400,,,,,,,,,,麦弗逊式独立悬架,双叉臂式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,有,有,有,有,无,无,有,无,有,ACC自适应巡航,有,有,无,无,无,无,无,有,无,无,无,有,有,后方影像,有,无,LED,有,"自动开闭,自动远近光",有,高度调节,无,有,有,电动调节,,无,无,无,无,无,有,后雨刷,无,无,无,无,遥控中控,"智能进入,无钥匙启动",远程通风,有,无,无,无,塑料,无,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,无,无,,无,无,皮质,无,电动调节,无,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,前后调节",无,无,无,无,有,无,无,按比例放倒,无,无,触控式液晶屏,有,有,无,"GPS导航,实时路况",有,智能语音控制,无,无,无,无,蓝牙,"AUX,USB",无,无,5月6日,无,无,9,无,有,无
141057,尊贵天窗版,https://img1.bitautoimg.com/autoalbum/files/20200407/032/2020040701041941918229_2.jpg,5739,丰田C-HR EV,丰田C-HR EV,fengtianchrev,2020,在产,在销,,http://baa.bitauto.com/,小型SUV,"炫晶黑,#000000|碧玉蓝,#00afce|萤石蓝,#2d7ad0|珊瑚红,#820305|珊瑚红黑双色,#820305|欧泊银,#d0d0d0|珍珠白,#ffffff|珍珠白黑双色,#ffffff",24.98万,21.98-24.98万,,3年或10万公里,,,,1,单速变速箱,160,22,4,2020,SUV,纯电,4405,1795,1575,2640,1780,5,,,215/60 R17,215/60 R17,无备胎,3年或10万公里,,,,,,,,,,,10.4,,,,,,,,,,,,,,,,单速变速箱,1,160,,,,150,300,150,300,,,54.3,6.5-24.0,0.8,13.1,400,,,,,,,,,,麦弗逊式独立悬架,双叉臂式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,有,有,有,有,无,无,有,无,有,ACC自适应巡航,有,有,无,无,无,无,无,有,无,无,无,有,有,后方影像,有,无,LED,有,"自动开闭,自动远近光",有,高度调节,单天窗,有,有,电动调节,,无,无,无,无,无,有,后雨刷,无,无,无,无,遥控中控,"智能进入,无钥匙启动",远程通风,有,无,无,无,塑料,无,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,无,无,,无,无,皮质,无,电动调节,无,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,前后调节",无,无,无,无,有,无,无,按比例放倒,无,无,触控式液晶屏,有,有,无,"GPS导航,实时路况",有,智能语音控制,无,无,无,无,蓝牙,"AUX,USB",无,无,5月6日,无,无,9,无,有,无
139749,200TSI 双离合 好奇型纯真版,https://img2.bitautoimg.com/autoalbum/files/20200323/578/2020032319470447422241_2.jpg,4687,高尔夫·嘉旅,高尔夫·嘉旅,gaoerfujialv,2020,在产,在销,,http://baa.bitauto.com/jialv/,小型MPV,"太平洋蓝,#88A3AE|塔希提金,#b09a89|玛雅红,#cb3143|哈瓦那橙,#cc5e04|极地白,#ffffff",14.40万,9.85-14.40万,,3年或10万公里,1.2,涡轮增压,,7,双离合,190,20,2,2020,MPV,汽油,4351,1807,1574,2685,1395,5,500,50,205/55 R16,205/55 R16,非全尺寸,3年或10万公里,,,,,,,,,,,,,1197,1.2,85,116,5000-6000,200,2000-3500,直列,4,涡轮增压,直喷,,95号,有,双离合,7,190,11,5.7,国六,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,拖拽臂式半独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,无,无,无,无,有,无,有,无,无,无,无,无,无,无,有,有,无,无,无,无,有,无,有,无,LED,有,转向辅助灯,有,高度调节,无,有,有,"电动调节,后视镜加热",,无,无,无,无,无,有,后雨刷,无,无,无,无,遥控中控,无,无,无,无,无,无,"塑料,皮质",无,有,塑料,无,"上下调节,前后调节",无,无,手动空调,手动空调,无,无,无,无,织物,无,无,无,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,"靠背调节,前后调节",无,无,有,无,无,按比例放倒,无,无,无,无,有,无,无,无,无,无,无,无,无,蓝牙,USB,无,无,2月4日,无,无,,无,无,无
139750,200TSI 双离合 好奇型,https://img2.bitautoimg.com/autoalbum/files/20200323/578/2020032319470447422241_2.jpg,4687,高尔夫·嘉旅,高尔夫·嘉旅,gaoerfujialv,2020,在产,在销,,http://baa.bitauto.com/jialv/,小型MPV,"太平洋蓝,#88A3AE|塔希提金,#b09a89|玛雅红,#cb3143|哈瓦那橙,#cc5e04|极地白,#ffffff",15.78万,11.23-15.78万,,3年或10万公里,1.2,涡轮增压,,7,双离合,190,20,2,2020,MPV,汽油,4351,1807,1584,2685,1395,5,500,50,205/55 R16,205/55 R16,非全尺寸,3年或10万公里,,,,,,,,,,,,,1197,1.2,85,116,5000-6000,200,2000-3500,直列,4,涡轮增压,直喷,,95号,有,双离合,7,190,11,5.7,国六,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,拖拽臂式半独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,有,无,无,有,无,有,定速巡航,无,无,有,选配,无,无,有,有,无,无,无,有,有,后方影像,有,无,LED,有,"自动开闭,转向辅助灯",有,高度调节,全景天窗,有,有,"电动调节,电动折叠,后视镜加热",,有,无,无,无,无,感应雨刷,后雨刷,无,无,无,有,遥控中控,无,无,无,无,无,无,"塑料,皮质",有,有,皮质,有,"上下调节,前后调节",无,无,手动空调,手动空调,无,无,无,无,皮质,无,"无,电动调节|0",无,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,"靠背调节,前后调节","无,加热|0",无,有,有,无,按比例放倒,有,有,触控式液晶屏,无,有,无,无,无,无,"CarPlay,CarLife",无,无,无,蓝牙,USB,无,无,7月8日,无,无,6.5,无,无,无
